uploaded_at,source_file,student_name,student_id,department,company_name,role_applied,round_name,rating,category,feedback_text,raw_data
2026-08-08T18:46:17.555900Z,mixed_data.csv,Rohan Verma,ECE21001,ECE,,,,3,Practical Assessment,Time management was tricky during the file I/O implementation step.,"{""student_name"": ""Rohan Verma"", ""student_id"": ""ECE21001"", ""department"": ""ECE"", ""company_name"": ""Zoho"", ""round_name"": ""Application Development"", ""rating"": ""3"", ""category"": ""Practical Assessment"", ""feedback"": ""Time management was tricky during the file I/O implementation step.""}"
2026-08-08T18:46:17.555929Z,mixed_data.csv,Rohan Verma,ECE21001,ECE,,,,4,Culture & Communication,Good discussion on relocation preferences and onboarding timeline.,"{""student_name"": ""Rohan Verma"", ""student_id"": ""ECE21001"", ""department"": ""ECE"", ""company_name"": ""Zoho"", ""round_name"": ""General & Technical HR"", ""rating"": ""4"", ""category"": ""Culture & Communication"", ""feedback"": ""Good discussion on relocation preferences and onboarding timeline.""}"
2026-08-08T18:46:17.555958Z,mixed_data.csv,Ananya Roy,CSE21002,CSE,,,,4,Technical Aptitude,The coding environment was smooth and interviewer gave subtle hints when stuck.,"{""student_name"": ""Ananya Roy"", ""student_id"": ""CSE21002"", ""department"": ""CSE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Technical Screening"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""The coding environment was smooth and interviewer gave subtle hints when stuck.""}"
2026-08-08T18:46:17.555988Z,mixed_data.csv,Ananya Roy,CSE21002,CSE,,,,3,System Architecture,In-depth discussion on database indexing and caching strategies. Felt rushed during high-availability trade-offs.,"{""student_name"": ""Ananya Roy"", ""student_id"": ""CSE21002"", ""department"": ""CSE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""System Design Architecture"", ""rating"": ""3"", ""category"": ""System Architecture"", ""feedback"": ""In-depth discussion on database indexing and caching strategies. Felt rushed during high-availability trade-offs.""}"
2026-08-08T18:46:17.556021Z,mixed_data.csv,Ananya Roy,CSE21002,CSE,,,,5,Culture & Communication,Interviewer was warm and provided clear expectations. Great culture reflected in this round.,"{""student_name"": ""Ananya Roy"", ""student_id"": ""CSE21002"", ""department"": ""CSE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Behavioral & Leadership"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Interviewer was warm and provided clear expectations. Great culture reflected in this round.""}"
2026-08-08T18:46:17.556052Z,mixed_data.csv,Vikram Singh,EEE21001,EEE,,,,5,Technical Aptitude,Coding round had practical array manipulation tasks that were straightforward to write.,"{""student_name"": ""Vikram Singh"", ""student_id"": ""EEE21001"", ""department"": ""EEE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Technical Screening"", ""rating"": ""5"", ""category"": ""Technical Aptitude"", ""feedback"": ""Coding round had practical array manipulation tasks that were straightforward to write.""}"
2026-08-08T18:46:17.556129Z,mixed_data.csv,Vikram Singh,EEE21001,EEE,,,,4,System Architecture,Focused on microservices decoupling and event-driven architectures using Kafka.,"{""student_name"": ""Vikram Singh"", ""student_id"": ""EEE21001"", ""department"": ""EEE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""System Design Architecture"", ""rating"": ""4"", ""category"": ""System Architecture"", ""feedback"": ""Focused on microservices decoupling and event-driven architectures using Kafka.""}"
2026-08-08T18:46:17.556193Z,mixed_data.csv,Vikram Singh,EEE21001,EEE,,,,4,Culture & Communication,Good STAR scenario discussions regarding team conflict resolution.,"{""student_name"": ""Vikram Singh"", ""student_id"": ""EEE21001"", ""department"": ""EEE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Behavioral & Leadership"", ""rating"": ""4"", ""category"": ""Culture & Communication"", ""feedback"": ""Good STAR scenario discussions regarding team conflict resolution.""}"
2026-08-08T18:46:17.556228Z,mixed_data.csv,Neha Gupta,IT21002,IT,,,,3,Technical Aptitude,Platform had minor latency during live submission execution.,"{""student_name"": ""Neha Gupta"", ""student_id"": ""IT21002"", ""department"": ""IT"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Technical Screening"", ""rating"": ""3"", ""category"": ""Technical Aptitude"", ""feedback"": ""Platform had minor latency during live submission execution.""}"
2026-08-08T18:46:17.556258Z,mixed_data.csv,Neha Gupta,IT21002,IT,,,,4,System Architecture,Solid conversation on horizontal scaling versus vertical scaling trade-offs.,"{""student_name"": ""Neha Gupta"", ""student_id"": ""IT21002"", ""department"": ""IT"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""System Design Architecture"", ""rating"": ""4"", ""category"": ""System Architecture"", ""feedback"": ""Solid conversation on horizontal scaling versus vertical scaling trade-offs.""}"
2026-08-08T18:46:17.556288Z,mixed_data.csv,Neha Gupta,IT21002,IT,,,,5,Culture & Communication,Very friendly conversation focused on ownership and adaptability.,"{""student_name"": ""Neha Gupta"", ""student_id"": ""IT21002"", ""department"": ""IT"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Behavioral & Leadership"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Very friendly conversation focused on ownership and adaptability.""}"
2026-08-08T18:46:17.556317Z,mixed_data.csv,Rahul Nair,MECH21001,MECH,,,,5,Technical Aptitude,Very realistic data challenges related to actual business query problems.,"{""student_name"": ""Rahul Nair"", ""student_id"": ""MECH21001"", ""department"": ""MECH"", ""company_name"": ""DataWave Inc"", ""round_name"": ""Python & SQL Practical"", ""rating"": ""5"", ""category"": ""Technical Aptitude"", ""feedback"": ""Very realistic data challenges related to actual business query problems.""}"
2026-08-08T18:46:17.556346Z,mixed_data.csv,Rahul Nair,MECH21001,MECH,,,,4,System Architecture,Great back-and-forth discussion on snowflake schema design trade-offs.,"{""student_name"": ""Rahul Nair"", ""student_id"": ""MECH21001"", ""department"": ""MECH"", ""company_name"": ""DataWave Inc"", ""round_name"": ""Data Architecture & Modeling"", ""rating"": ""4"", ""category"": ""System Architecture"", ""feedback"": ""Great back-and-forth discussion on snowflake schema design trade-offs.""}"
2026-08-08T18:46:17.556375Z,mixed_data.csv,Rahul Nair,MECH21001,MECH,,,,5,Culture & Communication,Manager gave great insights into team roadmap and technical goals.,"{""student_name"": ""Rahul Nair"", ""student_id"": ""MECH21001"", ""department"": ""MECH"", ""company_name"": ""DataWave Inc"", ""round_name"": ""HM Team Alignment"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Manager gave great insights into team roadmap and technical goals.""}"
2026-08-08T18:46:17.556404Z,mixed_data.csv,Sanya Iyer,CSE21003,CSE,,,,4,Technical Aptitude,Complex SQL joins and CTE queries tested real analytical thinking.,"{""student_name"": ""Sanya Iyer"", ""student_id"": ""CSE21003"", ""department"": ""CSE"", ""company_name"": ""DataWave Inc"", ""round_name"": ""Python & SQL Practical"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""Complex SQL joins and CTE queries tested real analytical thinking.""}"
2026-08-08T18:46:17.556433Z,mixed_data.csv,Sanya Iyer,CSE21003,CSE,,,,3,System Architecture,Felt a little constrained by time on the dynamic schema drawing tool.,"{""student_name"": ""Sanya Iyer"", ""student_id"": ""CSE21003"", ""department"": ""CSE"", ""company_name"": ""DataWave Inc"", ""round_name"": ""Data Architecture & Modeling"", ""rating"": ""3"", ""category"": ""System Architecture"", ""feedback"": ""Felt a little constrained by time on the dynamic schema drawing tool.""}"
2026-08-08T18:46:17.556462Z,mixed_data.csv,Sanya Iyer,CSE21003,CSE,,,,5,Culture & Communication,Extremely encouraging discussion on learning curves and mentorship options.,"{""student_name"": ""Sanya Iyer"", ""student_id"": ""CSE21003"", ""department"": ""CSE"", ""company_name"": ""DataWave Inc"", ""round_name"": ""HM Team Alignment"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Extremely encouraging discussion on learning curves and mentorship options.""}"
2026-08-08T18:46:17.556491Z,mixed_data.csv,Karan Rao,ECE21002,ECE,,,,4,Technical Aptitude,Good practical focus on real Linux process debugging scenarios.,"{""student_name"": ""Karan Rao"", ""student_id"": ""ECE21002"", ""department"": ""ECE"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Linux & Scripting"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""Good practical focus on real Linux process debugging scenarios.""}"
2026-08-08T18:46:17.556520Z,mixed_data.csv,Karan Rao,ECE21002,ECE,,,,2,Technical Depth,Interviewer had deep knowledge of Kubernetes but was quite aggressive during trade-off discussions.,"{""student_name"": ""Karan Rao"", ""student_id"": ""ECE21002"", ""department"": ""ECE"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Cloud & Infrastructure"", ""rating"": ""2"", ""category"": ""Technical Depth"", ""feedback"": ""Interviewer had deep knowledge of Kubernetes but was quite aggressive during trade-off discussions.""}"
2026-08-08T18:46:17.556550Z,mixed_data.csv,Karan Rao,ECE21002,ECE,,,,4,Culture & Communication,HR representative was very supportive and clarified policy details clearly.,"{""student_name"": ""Karan Rao"", ""student_id"": ""ECE21002"", ""department"": ""ECE"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Cultural & HR Fit"", ""rating"": ""4"", ""category"": ""Culture & Communication"", ""feedback"": ""HR representative was very supportive and clarified policy details clearly.""}"
2026-08-08T18:46:17.556579Z,mixed_data.csv,Pooja Reddy,IT21003,IT,,,,5,Technical Aptitude,Hands-on shell scripting task was relevant and well evaluated.,"{""student_name"": ""Pooja Reddy"", ""student_id"": ""IT21003"", ""department"": ""IT"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Linux & Scripting"", ""rating"": ""5"", ""category"": ""Technical Aptitude"", ""feedback"": ""Hands-on shell scripting task was relevant and well evaluated.""}"
2026-08-08T18:46:17.556607Z,mixed_data.csv,Pooja Reddy,IT21003,IT,,,,4,Technical Depth,Detailed discussion on AWS VPC networking and security group rules.,"{""student_name"": ""Pooja Reddy"", ""student_id"": ""IT21003"", ""department"": ""IT"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Cloud & Infrastructure"", ""rating"": ""4"", ""category"": ""Technical Depth"", ""feedback"": ""Detailed discussion on AWS VPC networking and security group rules.""}"
2026-08-08T18:46:17.556673Z,mixed_data.csv,Pooja Reddy,IT21003,IT,,,,5,Culture & Communication,Positive discussion regarding remote work guidelines and learning budgets.,"{""student_name"": ""Pooja Reddy"", ""student_id"": ""IT21003"", ""department"": ""IT"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Cultural & HR Fit"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Positive discussion regarding remote work guidelines and learning budgets.""}"
2026-08-08T18:46:17.556711Z,mixed_data.csv,Arjun Joshi,CSE21004,CSE,,,,5,Technical Aptitude,React hooks and state management discussion went very smoothly.,"{""student_name"": ""Arjun Joshi"", ""student_id"": ""CSE21004"", ""department"": ""CSE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""JavaScript & UI Engineering"", ""rating"": ""5"", ""category"": ""Technical Aptitude"", ""feedback"": ""React hooks and state management discussion went very smoothly.""}"
2026-08-08T18:46:17.556741Z,mixed_data.csv,Arjun Joshi,CSE21004,CSE,,,,4,System Architecture,Micro-frontend design and accessibility standards discussed in detail.,"{""student_name"": ""Arjun Joshi"", ""student_id"": ""CSE21004"", ""department"": ""CSE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""UI Architecture & Standards"", ""rating"": ""4"", ""category"": ""System Architecture"", ""feedback"": ""Micro-frontend design and accessibility standards discussed in detail.""}"
2026-08-08T18:46:17.556771Z,mixed_data.csv,Arjun Joshi,CSE21004,CSE,,,,5,Culture & Communication,Very smooth feedback loop and clear next-step communication.,"{""student_name"": ""Arjun Joshi"", ""student_id"": ""CSE21004"", ""department"": ""CSE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""Engineering HR"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Very smooth feedback loop and clear next-step communication.""}"
2026-08-08T18:46:17.556799Z,mixed_data.csv,Meera Kapoor,EEE21002,EEE,,,,4,Technical Aptitude,Interactive DOM manipulation exercises were challenging but fair.,"{""student_name"": ""Meera Kapoor"", ""student_id"": ""EEE21002"", ""department"": ""EEE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""JavaScript & UI Engineering"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""Interactive DOM manipulation exercises were challenging but fair.""}"
2026-08-08T18:46:17.556827Z,mixed_data.csv,Meera Kapoor,EEE21002,EEE,,,,3,System Architecture,Felt a little constrained by time on the CSS layout component challenge.,"{""student_name"": ""Meera Kapoor"", ""student_id"": ""EEE21002"", ""department"": ""EEE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""UI Architecture & Standards"", ""rating"": ""3"", ""category"": ""System Architecture"", ""feedback"": ""Felt a little constrained by time on the CSS layout component challenge.""}"
2026-08-08T18:46:17.556855Z,mixed_data.csv,Meera Kapoor,EEE21002,EEE,,,,4,Culture & Communication,Engaging conversation on team structure and project deadlines.,"{""student_name"": ""Meera Kapoor"", ""student_id"": ""EEE21002"", ""department"": ""EEE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""Engineering HR"", ""rating"": ""4"", ""category"": ""Culture & Communication"", ""feedback"": ""Engaging conversation on team structure and project deadlines.""}"
2026-08-08T18:46:17.556883Z,mixed_data.csv,Aditya Mehta,MECH21002,MECH,,,,4,Technical Aptitude,Logic puzzles were engaging; code syntax verification was rigorous.,"{""student_name"": ""Aditya Mehta"", ""student_id"": ""MECH21002"", ""department"": ""MECH"", ""company_name"": ""Zoho"", ""round_name"": ""Basic Programming & Aptitude"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""Logic puzzles were engaging; code syntax verification was rigorous.""}"
2026-08-08T18:46:17.556913Z,mixed_data.csv,Aditya Mehta,MECH21002,MECH,,,,3,Technical Depth,Matrix manipulation problems required high spatial logic optimization.,"{""student_name"": ""Aditya Mehta"", ""student_id"": ""MECH21002"", ""department"": ""MECH"", ""company_name"": ""Zoho"", ""round_name"": ""Advanced Data Structures"", ""rating"": ""3"", ""category"": ""Technical Depth"", ""feedback"": ""Matrix manipulation problems required high spatial logic optimization.""}"
2026-08-08T18:46:17.556943Z,mixed_data.csv,Aditya Mehta,MECH21002,MECH,,,,4,Practical Assessment,Good hands-on evaluation of real-time application building skills.,"{""student_name"": ""Aditya Mehta"", ""student_id"": ""MECH21002"", ""department"": ""MECH"", ""company_name"": ""Zoho"", ""round_name"": ""Application Development"", ""rating"": ""4"", ""category"": ""Practical Assessment"", ""feedback"": ""Good hands-on evaluation of real-time application building skills.""}"
2026-08-08T18:46:17.556973Z,mixed_data.csv,Aditya Mehta,MECH21002,MECH,,,,5,Culture & Communication,Warm interaction showcasing Zoho product suite vision.,"{""student_name"": ""Aditya Mehta"", ""student_id"": ""MECH21002"", ""department"": ""MECH"", ""company_name"": ""Zoho"", ""round_name"": ""General & Technical HR"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Warm interaction showcasing Zoho product suite vision.""}"
2026-08-08T18:46:17.557002Z,mixed_data.csv,Kavya Deshmukh,CSE21005,CSE,,,,5,Technical Aptitude,Excellent coding interface; algorithms questions were crisp and clear.,"{""student_name"": ""Kavya Deshmukh"", ""student_id"": ""CSE21005"", ""department"": ""CSE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Technical Screening"", ""rating"": ""5"", ""category"": ""Technical Aptitude"", ""feedback"": ""Excellent coding interface; algorithms questions were crisp and clear.""}"
2026-08-08T18:46:17.557031Z,mixed_data.csv,Kavya Deshmukh,CSE21005,CSE,,,,4,System Architecture,Detailed evaluation of load balancing strategies and cache invalidation.,"{""student_name"": ""Kavya Deshmukh"", ""student_id"": ""CSE21005"", ""department"": ""CSE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""System Design Architecture"", ""rating"": ""4"", ""category"": ""System Architecture"", ""feedback"": ""Detailed evaluation of load balancing strategies and cache invalidation.""}"
2026-08-08T18:46:17.557060Z,mixed_data.csv,Kavya Deshmukh,CSE21005,CSE,,,,5,Culture & Communication,Extremely clear feedback given on role expectations and growth.,"{""student_name"": ""Kavya Deshmukh"", ""student_id"": ""CSE21005"", ""department"": ""CSE"", ""company_name"": ""TechCorp Solutions"", ""round_name"": ""Behavioral & Leadership"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Extremely clear feedback given on role expectations and growth.""}"
2026-08-08T18:46:17.557089Z,mixed_data.csv,Siddharth Choudhury,IT21004,IT,,,,4,Technical Aptitude,Solid practical focus on Pandas dataframe manipulation and window functions.,"{""student_name"": ""Siddharth Choudhury"", ""student_id"": ""IT21004"", ""department"": ""IT"", ""company_name"": ""DataWave Inc"", ""round_name"": ""Python & SQL Practical"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""Solid practical focus on Pandas dataframe manipulation and window functions.""}"
2026-08-08T18:46:17.557117Z,mixed_data.csv,Siddharth Choudhury,IT21004,IT,,,,5,System Architecture,Deep dive into ETL pipeline fault tolerance and data lineage tracking.,"{""student_name"": ""Siddharth Choudhury"", ""student_id"": ""IT21004"", ""department"": ""IT"", ""company_name"": ""DataWave Inc"", ""round_name"": ""Data Architecture & Modeling"", ""rating"": ""5"", ""category"": ""System Architecture"", ""feedback"": ""Deep dive into ETL pipeline fault tolerance and data lineage tracking.""}"
2026-08-08T18:46:17.557337Z,mixed_data.csv,Siddharth Choudhury,IT21004,IT,,,,4,Culture & Communication,Manager explained operational metrics and daily workflow clearly.,"{""student_name"": ""Siddharth Choudhury"", ""student_id"": ""IT21004"", ""department"": ""IT"", ""company_name"": ""DataWave Inc"", ""round_name"": ""HM Team Alignment"", ""rating"": ""4"", ""category"": ""Culture & Communication"", ""feedback"": ""Manager explained operational metrics and daily workflow clearly.""}"
2026-08-08T18:46:17.557384Z,mixed_data.csv,Divya Pillai,ECE21003,ECE,,,,4,Technical Aptitude,Effective assessment on systemd service setup and bash loop constructs.,"{""student_name"": ""Divya Pillai"", ""student_id"": ""ECE21003"", ""department"": ""ECE"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Linux & Scripting"", ""rating"": ""4"", ""category"": ""Technical Aptitude"", ""feedback"": ""Effective assessment on systemd service setup and bash loop constructs.""}"
2026-08-08T18:46:17.557417Z,mixed_data.csv,Divya Pillai,ECE21003,ECE,,,,3,Technical Depth,Terraform state lock management questions were very nuanced.,"{""student_name"": ""Divya Pillai"", ""student_id"": ""ECE21003"", ""department"": ""ECE"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Cloud & Infrastructure"", ""rating"": ""3"", ""category"": ""Technical Depth"", ""feedback"": ""Terraform state lock management questions were very nuanced.""}"
2026-08-08T18:46:17.557446Z,mixed_data.csv,Divya Pillai,ECE21003,ECE,,,,5,Culture & Communication,Transparent review of shift requirements and team values.,"{""student_name"": ""Divya Pillai"", ""student_id"": ""ECE21003"", ""department"": ""ECE"", ""company_name"": ""CloudScale Systems"", ""round_name"": ""Cultural & HR Fit"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Transparent review of shift requirements and team values.""}"
2026-08-08T18:46:17.557473Z,mixed_data.csv,Varun Sharma,CSE21006,CSE,,,,5,Technical Aptitude,Great discussion on async state handling and web worker performance.,"{""student_name"": ""Varun Sharma"", ""student_id"": ""CSE21006"", ""department"": ""CSE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""JavaScript & UI Engineering"", ""rating"": ""5"", ""category"": ""Technical Aptitude"", ""feedback"": ""Great discussion on async state handling and web worker performance.""}"
2026-08-08T18:46:17.557502Z,mixed_data.csv,Varun Sharma,CSE21006,CSE,,,,4,System Architecture,Solid conversation on design tokens and component library scaling.,"{""student_name"": ""Varun Sharma"", ""student_id"": ""CSE21006"", ""department"": ""CSE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""UI Architecture & Standards"", ""rating"": ""4"", ""category"": ""System Architecture"", ""feedback"": ""Solid conversation on design tokens and component library scaling.""}"
2026-08-08T18:46:17.557534Z,mixed_data.csv,Varun Sharma,CSE21006,CSE,,,,5,Culture & Communication,Prompt response times and respectful interview atmosphere.,"{""student_name"": ""Varun Sharma"", ""student_id"": ""CSE21006"", ""department"": ""CSE"", ""company_name"": ""Apex Innovations"", ""round_name"": ""Engineering HR"", ""rating"": ""5"", ""category"": ""Culture & Communication"", ""feedback"": ""Prompt response times and respectful interview atmosphere.""}"
2026-08-09T05:26:37.774390Z,Companies Review - Form Responses 1.csv,,,,,,,,,,"{""Timestamp"": ""8/9/2026 6:18:49"", ""Student Username"": ""cse_student1"", ""Drive Name"": ""Tech drive "", ""Register Number"": ""011"", ""Round 1 Feedback"": ""Good "", ""Round 1 status"": ""Clear"", ""Round 2 Feedback"": ""Better"", ""Round 2 Status"": ""Clear"", ""Round 3 Feedback"": ""Better "", ""Round 3 Status"": ""Clear"", ""Round 4 Feedback"": ""Good "", ""Round 4 Status"": ""Clear"", ""Round 5 Feedback"": ""Good"", ""Round 5 Status"": ""Clear""}"
2026-08-09T05:26:37.774430Z,Companies Review - Form Responses 1.csv,,,,,,,,,,"{""Timestamp"": ""8/9/2026 6:22:28"", ""Student Username"": ""cse_student2"", ""Drive Name"": ""Tech drive "", ""Register Number"": ""002"", ""Round 1 Feedback"": ""Better"", ""Round 1 status"": ""Clear"", ""Round 2 Feedback"": ""Not so good "", ""Round 2 Status"": ""No"", ""Round 3 Feedback"": """", ""Round 3 Status"": """", ""Round 4 Feedback"": """", ""Round 4 Status"": """", ""Round 5 Feedback"": """", ""Round 5 Status"": """"}"
2026-08-09T05:26:37.774455Z,Companies Review - Form Responses 1.csv,,,,,,,,,,"{""Timestamp"": ""8/9/2026 10:52:21"", ""Student Username"": ""senthoorbalanbaskar"", ""Drive Name"": ""Zoho"", ""Register Number"": ""71382302144"", ""Round 1 Feedback"": ""Technical and Aptitutude focusing more on time and work with a few blood relation questions and directions, while logical analysis for technical part"", ""Round 1 status"": ""Clear"", ""Round 2 Feedback"": ""Technical focus on logical approach"", ""Round 2 Status"": ""Clear"", ""Round 3 Feedback"": ""Technical coding round focusing on system design"", ""Round 3 Status"": ""Clear"", ""Round 4 Feedback"": ""Technical and aptitude interview focusing on logic and approach"", ""Round 4 Status"": ""Clear"", ""Round 5 Feedback"": ""HR Round"", ""Round 5 Status"": ""Clear""}"
